Estacion,Agrupacion,Fecha inicial,Fecha final,Parametro,Dias buenos,Dias aceptables,Dias malos,Dias muy malos,Dias extremadamente malos,Dias insuficientes
Agregado,2020-12,01/12/2020,31/12/2020,SO2,31,0,0,0,0,0
Agregado,2020-7,01/07/2020,31/07/2020,SO2,31,0,0,0,0,0
Agregado,2020-8,01/08/2020,31/07/2020,SO2,30,0,0,0,0,1
Agregado,2020-9,01/09/2020,30/09/2020,SO2,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-1,01/01/2021,31/01/2021,SO2,26,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-2,01/02/2021,28/02/2021,SO2,27,0,0,0,0,1
BINE : Benemerito Instituto Normal del Estado,2021-3,01/03/2021,31/03/2021,SO2,29,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2021-4,01/04/2021,30/04/2021,SO2,28,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2021-5,01/05/2021,31/05/2021,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-6,01/06/2021,30/06/2021,SO2,21,0,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2021-7,01/07/2021,31/07/2021,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-8,01/08/2021,31/08/2021,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-9,01/09/2021,31/08/2021,SO2,27,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-10,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-12,01/12/2021,31/12/2021,SO2,31,0,0,0,0,3
NIN : Las Ninfas,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-2,01/02/2021,28/02/2021,SO2,27,0,0,0,0,1
NIN : Las Ninfas,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-4,01/04/2021,30/04/2021,SO2,27,0,0,0,0,3
NIN : Las Ninfas,2021-5,01/05/2021,31/05/2021,SO2,30,0,0,0,0,1
NIN : Las Ninfas,2021-6,01/05/2021,30/06/2021,SO2,30,0,3,0,0,0
NIN : Las Ninfas,2021-7,01/07/2021,31/07/2021,SO2,26,0,0,0,0,9
NIN : Las Ninfas,2021-8,01/08/2021,31/08/2021,SO2,29,0,0,0,0,2
NIN : Las Ninfas,2021-9,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2021-9,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2021-12,01/11/2021,31/12/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-2,01/02/2021,28/02/2021,SO2,26,0,0,0,0,17
STA : Agua Santa,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-4,01/04/2021,30/04/2021,SO2,30,0,3,0,0,0
STA : Agua Santa,2021-5,01/05/2021,31/05/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-6,01/06/2021,30/06/2021,SO2,30,0,0,1,0,0
STA : Agua Santa,2021-7,01/07/2021,31/07/2021,SO2,12,0,0,0,0,19
STA : Agua Santa,2021-10,01/10/2021,31/10/2021,SO2,6,0,0,0,0,25
STA : Agua Santa,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
STA : Agua Santa,2021-12,01/12/2021,31/12/2021,SO2,28,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-2,01/02/2021,28/02/2021,SO2,27,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-4,01/04/2021,30/04/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-5,01/05/2021,30/04/2021,SO2,31,0,0,1,0,0
UTP : Universidad Tecnologica de Puebla,2021-6,01/06/2021,30/06/2021,SO2,9,5,0,0,0,21
UTP : Universidad Tecnologica de Puebla,2021-7,01/07/2021,31/07/2021,SO2,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-8,01/08/2021,31/08/2021,SO2,30,5,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-9,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-10,01/10/2021,31/10/2021,SO2,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-12,01/12/2021,31/12/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-2,01/02/2021,28/02/2021,SO2,15,0,0,0,0,13
VEL : Velodromo,2021-3,01/02/2021,31/03/2021,SO2,15,0,0,0,0,16
VEL : Velodromo,2021-4,01/04/2021,30/04/2021,SO2,28,0,0,0,0,2
VEL : Velodromo,2021-5,01/05/2021,31/05/2021,SO2,26,0,0,0,0,5
VEL : Velodromo,2021-6,01/06/2021,30/06/2021,SO2,26,5,0,0,0,4
VEL : Velodromo,2021-7,01/07/2021,31/07/2021,SO2,27,0,0,0,0,4
VEL : Velodromo,2021-8,01/08/2021,31/08/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-9,01/09/2021,30/09/2021,SO2,15,0,0,0,0,15
Agregado,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
Agregado,2021-2,01/02/2021,31/01/2021,SO2,28,0,0,0,0,0
Agregado,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
Agregado,2021-4,01/03/2021,30/04/2021,SO2,30,0,0,0,0,0
Agregado,2021-5,01/05/2021,31/05/2021,SO2,31,0,0,0,0,0
Agregado,2021-6,01/06/2021,30/06/2021,SO2,30,0,0,0,0,3
Agregado,2021-7,01/07/2021,31/07/2021,SO2,31,0,0,0,0,0
Agregado,2021-8,01/08/2021,31/08/2021,SO2,31,0,3,0,0,0
Agregado,2021-9,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
Agregado,2021-10,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
Agregado,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
Agregado,2021-12,01/12/2021,31/12/2021,SO2,31,5,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-1,01/01/2021,31/01/2021,SO2,26,0,0,0,0,5
BINE : Benemerito Instituto Normal del Estado,2021-2,01/02/2021,28/02/2021,SO2,27,0,0,0,0,1
BINE : Benemerito Instituto Normal del Estado,2021-3,01/03/2021,31/03/2021,SO2,29,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2021-4,01/04/2021,30/04/2021,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-5,01/05/2021,31/05/2021,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-6,01/06/2021,30/06/2021,SO2,21,0,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2021-7,01/07/2021,31/07/2021,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-8,01/08/2021,31/08/2021,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-9,01/09/2021,30/09/2021,SO2,27,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2021-10,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-12,01/12/2021,31/12/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-2,01/02/2021,28/02/2021,SO2,27,0,0,0,0,1
NIN : Las Ninfas,2021-3,01/03/2021,31/03/2021,SO2,31,5,0,0,0,0
NIN : Las Ninfas,2021-4,01/04/2021,30/04/2021,SO2,27,0,0,0,0,3
NIN : Las Ninfas,2021-5,01/05/2021,31/05/2021,SO2,30,5,0,0,0,1
NIN : Las Ninfas,2021-6,01/06/2021,30/06/2021,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2021-7,01/07/2021,31/07/2021,SO2,22,0,0,0,0,9
NIN : Las Ninfas,2021-8,01/08/2021,31/08/2021,SO2,29,0,0,0,0,2
NIN : Las Ninfas,2021-9,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2021-10,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2021-12,01/12/2021,31/12/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-2,01/02/2021,28/02/2021,SO2,11,0,0,0,0,17
STA : Agua Santa,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-4,01/04/2021,30/04/2021,SO2,30,0,0,0,0,0
STA : Agua Santa,2021-5,01/05/2021,31/05/2021,SO2,31,0,0,0,0,0
STA : Agua Santa,2021-6,01/06/2021,30/06/2021,SO2,30,0,0,0,0,0
STA : Agua Santa,2021-7,01/07/2021,31/07/2021,SO2,12,0,0,0,0,19
STA : Agua Santa,2021-10,01/10/2021,31/10/2021,SO2,6,0,0,0,0,25
STA : Agua Santa,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
STA : Agua Santa,2021-12,01/12/2021,31/12/2021,SO2,28,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-2,01/02/2021,28/02/2021,SO2,26,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-4,01/04/2021,30/04/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-5,01/05/2021,30/04/2021,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-6,01/06/2021,30/06/2021,SO2,26,0,0,0,0,21
UTP : Universidad Tecnologica de Puebla,2021-7,01/07/2021,31/07/2021,SO2,26,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-8,01/08/2021,31/08/2021,SO2,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-9,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-10,01/10/2021,30/09/2021,SO2,30,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-11,01/12/2021,31/12/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-11,01/12/2021,31/01/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-2,01/02/2021,28/02/2021,SO2,15,0,0,0,0,13
VEL : Velodromo,2021-3,01/03/2021,31/03/2021,SO2,15,0,0,0,0,16
VEL : Velodromo,2021-4,01/04/2021,30/04/2021,SO2,28,0,0,0,0,2
VEL : Velodromo,2021-5,01/05/2021,31/05/2021,SO2,26,0,0,0,0,5
VEL : Velodromo,2021-6,01/06/2021,30/06/2021,SO2,26,0,0,0,0,4
VEL : Velodromo,2021-7,01/07/2021,31/07/2021,SO2,27,0,0,0,0,4
VEL : Velodromo,2021-8,01/08/2021,31/08/2021,SO2,31,0,0,0,0,0
VEL : Velodromo,2021-9,01/09/2021,30/09/2021,SO2,15,0,0,0,0,15
Agregado,2021-1,01/01/2021,31/01/2021,SO2,31,0,0,0,0,0
Agregado,2021-2,01/02/2021,28/02/2021,SO2,28,0,0,0,0,0
Agregado,2021-3,01/03/2021,31/03/2021,SO2,31,0,0,0,0,0
Agregado,2021-4,01/04/2021,30/04/2021,SO2,30,0,0,0,0,0
Agregado,2021-5,01/05/2021,31/05/2021,SO2,31,0,0,0,0,0
Agregado,2021-6,01/06/2021,30/06/2021,SO2,30,0,0,0,0,0
Agregado,2021-7,01/07/2021,31/07/2021,SO2,31,0,0,0,0,0
Agregado,2021-8,01/08/2021,31/08/2021,SO2,31,0,0,0,0,0
Agregado,2021-8,01/09/2021,30/09/2021,SO2,30,0,0,0,0,0
Agregado,2021-10,01/10/2021,31/10/2021,SO2,31,0,0,0,0,0
Agregado,2021-11,01/11/2021,30/11/2021,SO2,30,0,0,0,0,0
Agregado,2021-12,01/12/2021,31/12/2021,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-1,01/01/2022,31/01/2022,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-2,01/02/2022,28/02/2022,SO2,14,0,0,0,0,14
BINE : Benemerito Instituto Normal del Estado,2022-3,01/03/2022,31/03/2022,SO2,9,0,0,0,0,22
BINE : Benemerito Instituto Normal del Estado,2022-4,01/04/2022,30/04/2022,SO2,24,0,0,0,0,6
BINE : Benemerito Instituto Normal del Estado,2022-4,01/05/2022,31/05/2022,SO2,28,0,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2022-6,01/06/2022,30/06/2022,SO2,29,0,0,1,0,1
BINE : Benemerito Instituto Normal del Estado,2022-7,01/07/2022,31/07/2022,SO2,27,0,0,0,0,4
BINE : Benemerito Instituto Normal del Estado,2022-8,01/08/2022,31/08/2022,SO2,22,0,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2022-9,01/09/2022,30/09/2022,SO2,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-10,01/10/2022,31/10/2022,SO2,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-11,01/11/2022,30/11/2022,SO2,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-12,01/12/2022,31/12/2022,SO2,28,0,0,0,0,3
NIN : Las Ninfas,2022-1,01/01/2022,31/01/2022,SO2,27,0,0,0,0,4
NIN : Las Ninfas,2022-2,01/02/2022,28/02/2022,SO2,19,0,0,0,0,9
NIN : Las Ninfas,2022-3,01/03/2022,31/03/2022,SO2,14,0,0,0,0,17
NIN : Las Ninfas,2022-4,01/04/2022,30/04/2022,SO2,7,0,0,0,0,23
NIN : Las Ninfas,2022-5,01/05/2022,31/05/2022,SO2,25,0,0,0,0,6
NIN : Las Ninfas,2022-6,01/06/2022,30/06/2022,SO2,30,0,0,0,0,0
NIN : Las Ninfas,2022-7,01/07/2022,31/07/2022,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2022-8,01/08/2022,31/08/2022,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2022-9,01/09/2022,30/09/2022,SO2,30,0,0,0,0,3
NIN : Las Ninfas,2022-10,01/10/2022,31/10/2022,SO2,29,0,0,0,0,2
NIN : Las Ninfas,2022-11,01/11/2022,30/11/2022,SO2,27,0,0,0,0,3
NIN : Las Ninfas,2022-12,01/12/2022,31/12/2022,SO2,30,0,0,0,0,1
STA : Agua Santa,2022-1,01/01/2022,31/01/2022,SO2,31,0,0,0,0,0
STA : Agua Santa,2022-2,01/01/2022,28/02/2022,SO2,28,0,0,0,0,0
STA : Agua Santa,2022-3,01/03/2022,31/03/2022,SO2,30,0,0,0,0,1
STA : Agua Santa,2022-4,01/04/2022,30/04/2022,SO2,26,0,0,0,0,0
STA : Agua Santa,2022-5,01/05/2022,31/05/2022,SO2,31,0,0,0,0,0
STA : Agua Santa,2022-6,01/06/2022,30/06/2022,SO2,30,0,0,0,0,0
STA : Agua Santa,2022-7,01/07/2022,31/07/2022,SO2,31,0,0,0,0,3
STA : Agua Santa,2022-8,01/08/2022,31/08/2022,SO2,31,0,0,0,0,0
STA : Agua Santa,2022-9,01/08/2022,30/09/2022,SO2,30,0,0,0,0,0
STA : Agua Santa,2022-9,01/08/2022,31/10/2022,SO2,26,0,3,0,0,5
STA : Agua Santa,2022-11,01/11/2022,30/11/2022,SO2,14,0,0,0,0,16
STA : Agua Santa,2022-12,01/12/2022,31/12/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-1,01/01/2022,31/01/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-2,01/02/2022,28/02/2022,SO2,28,0,3,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-3,01/03/2022,31/03/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-4,01/04/2022,30/04/2022,SO2,24,0,0,0,0,6
UTP : Universidad Tecnologica de Puebla,2022-5,01/05/2022,31/05/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-5,01/05/2022,30/06/2022,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-7,01/07/2022,31/07/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-8,01/08/2022,31/08/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-9,01/09/2022,30/09/2022,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-10,01/10/2022,31/10/2022,SO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-11,01/11/2022,30/11/2022,SO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-12,01/12/2022,31/12/2022,SO2,31,0,0,0,0,0
VEL : Velodromo,2022-3,01/03/2022,31/03/2022,SO2,9,0,0,0,0,22
VEL : Velodromo,2022-4,01/04/2022,30/04/2022,SO2,30,0,0,0,0,3
VEL : Velodromo,2022-5,01/05/2022,31/05/2022,SO2,14,0,0,0,0,3
VEL : Velodromo,2022-6,01/06/2022,30/06/2022,SO2,21,0,0,0,0,9
VEL : Velodromo,2022-7,01/07/2022,31/07/2022,SO2,30,0,0,0,0,1
VEL : Velodromo,2022-11,01/11/2022,30/11/2022,SO2,2,0,0,1,0,28
VEL : Velodromo,2022-12,01/12/2022,31/12/2022,SO2,10,0,0,0,0,21
Agregado,2022-1,01/01/2022,31/01/2022,SO2,31,0,0,0,0,0
Agregado,2022-2,01/02/2022,28/02/2022,SO2,28,0,0,0,0,0
Agregado,2022-3,01/03/2022,31/03/2022,SO2,31,0,0,0,0,0
Agregado,2022-4,01/04/2022,30/04/2022,SO2,30,0,0,0,0,0
Agregado,2022-5,01/05/2022,31/05/2022,SO2,31,0,0,0,0,3
Agregado,2022-6,01/06/2022,30/06/2022,SO2,30,0,0,0,0,0
Agregado,2022-7,01/07/2022,31/07/2022,SO2,31,0,0,0,0,0
Agregado,2022-8,01/08/2022,31/08/2022,SO2,31,0,0,0,0,3
Agregado,2022-9,01/09/2022,30/09/2022,SO2,30,0,0,0,0,0
Agregado,2022-10,01/10/2022,31/10/2022,SO2,31,0,0,0,0,0
Agregado,2022-11,01/11/2022,30/11/2022,SO2,26,0,0,0,0,0
Agregado,2022-12,01/12/2022,31/12/2022,SO2,31,0,0,0,0,0
NIN : Las Ninfas,2016-7,01/07/2016,31/07/2016,NO2,9,0,0,0,0,22
NIN : Las Ninfas,2016-8,01/08/2016,31/08/2016,NO2,28,2,0,0,1,0
NIN : Las Ninfas,2016-9,01/09/2016,30/09/2016,NO2,26,1,2,1,0,0
NIN : Las Ninfas,2016-11,01/11/2016,30/11/2016,NO2,13,1,0,0,0,16
STA : Agua Santa,2016-1,01/01/2016,31/01/2016,NO2,0,11,2,0,0,18
STA : Agua Santa,2016-2,01/02/2016,29/02/2016,NO2,1,23,5,0,0,0
STA : Agua Santa,2016-3,01/03/2016,31/03/2016,NO2,0,15,1,0,0,15
STA : Agua Santa,2016-4,01/04/2016,30/04/2016,NO2,1,22,1,0,0,6
STA : Agua Santa,2016-5,01/05/2016,31/05/2016,NO2,9,5,0,0,0,17
STA : Agua Santa,2016-6,01/06/2016,30/06/2016,NO2,30,0,3,1,0,0
STA : Agua Santa,2016-7,01/07/2016,31/07/2016,NO2,29,0,0,0,0,2
STA : Agua Santa,2016-8,01/08/2016,31/08/2016,NO2,27,0,0,0,0,4
STA : Agua Santa,2016-9,01/09/2016,30/09/2016,NO2,1,0,0,0,0,3
STA : Agua Santa,2016-10,01/10/2016,31/10/2016,NO2,15,0,0,0,0,16
STA : Agua Santa,2016-11,01/11/2016,31/10/2016,NO2,8,4,0,0,0,18
UTP : Universidad Tecnologica de Puebla,2016-1,01/01/2016,31/01/2016,NO2,28,1,0,1,0,2
UTP : Universidad Tecnologica de Puebla,2016-2,01/02/2016,29/02/2016,NO2,28,1,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-3,01/03/2016,31/03/2016,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-4,01/04/2016,30/04/2016,NO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-5,01/05/2016,31/05/2016,NO2,31,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-6,01/06/2016,30/06/2016,NO2,30,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2016-7,01/07/2016,31/07/2016,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-8,01/08/2016,31/07/2016,NO2,31,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-9,01/09/2016,30/09/2016,NO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-10,01/10/2016,31/10/2016,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-11,01/11/2016,30/11/2016,NO2,28,2,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-12,01/11/2016,31/12/2016,NO2,27,4,0,0,0,0
Agregado,2016-7,01/07/2016,31/07/2016,NO2,31,0,0,0,0,0
Agregado,2016-8,01/08/2016,31/08/2016,NO2,28,2,0,0,1,0
Agregado,2016-9,01/09/2016,30/09/2016,NO2,26,1,2,1,0,0
Agregado,2016-11,01/11/2016,30/11/2016,NO2,23,7,0,0,0,0
Agregado,2016-1,01/01/2016,31/01/2016,NO2,16,11,2,0,0,2
Agregado,2016-2,01/02/2016,29/02/2016,NO2,1,23,5,0,0,0
Agregado,2016-3,01/03/2016,31/03/2016,NO2,15,15,1,0,0,0
Agregado,2016-4,01/04/2016,30/04/2016,NO2,7,22,1,0,0,0
Agregado,2016-5,01/05/2016,31/05/2016,NO2,26,5,0,0,0,0
Agregado,2016-6,01/06/2016,30/06/2016,NO2,30,0,0,0,0,0
Agregado,2016-10,01/10/2016,31/10/2016,NO2,26,0,3,0,0,0
Agregado,2016-12,01/12/2016,31/12/2016,NO2,27,4,0,0,0,0
NIN : Las Ninfas,2017-1,01/01/2017,31/01/2017,NO2,10,0,0,0,0,21
NIN : Las Ninfas,2017-2,01/02/2017,28/02/2017,NO2,23,0,0,0,0,5
NIN : Las Ninfas,2017-3,01/03/2017,31/03/2017,NO2,27,0,0,0,0,4
NIN : Las Ninfas,2017-5,01/05/2017,31/05/2017,NO2,8,0,0,0,0,23
NIN : Las Ninfas,2017-6,01/06/2017,30/06/2017,NO2,26,0,0,0,0,0
NIN : Las Ninfas,2017-7,01/07/2017,31/07/2017,NO2,23,6,0,0,0,2
NIN : Las Ninfas,2017-8,01/08/2017,31/08/2017,NO2,28,3,0,0,0,0
NIN : Las Ninfas,2017-9,01/09/2017,30/09/2017,NO2,28,2,0,1,0,0
NIN : Las Ninfas,2017-10,01/10/2017,31/10/2017,NO2,27,4,0,0,0,3
NIN : Las Ninfas,2017-11,01/11/2017,30/11/2017,NO2,20,10,0,0,0,0
NIN : Las Ninfas,2017-12,01/11/2017,31/12/2017,NO2,22,0,0,0,0,9
STA : Agua Santa,2017-1,01/01/2017,31/01/2017,NO2,6,8,0,0,0,17
STA : Agua Santa,2017-2,01/02/2017,28/02/2017,NO2,8,15,0,0,0,5
STA : Agua Santa,2017-5,01/05/2017,31/05/2017,NO2,3,1,0,0,0,27
STA : Agua Santa,2017-6,01/06/2017,30/06/2017,NO2,22,6,0,0,0,2
STA : Agua Santa,2017-7,01/07/2017,31/07/2017,NO2,29,2,0,0,0,0
STA : Agua Santa,2017-8,01/08/2017,31/08/2017,NO2,23,4,2,2,0,0
STA : Agua Santa,2017-9,01/09/2017,30/09/2017,NO2,28,0,0,0,0,2
STA : Agua Santa,2017-10,01/10/2017,31/10/2017,NO2,15,0,0,0,0,16
STA : Agua Santa,2017-11,01/11/2017,30/11/2017,NO2,10,12,0,0,0,8
STA : Agua Santa,2017-12,01/12/2017,31/12/2017,NO2,21,10,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-1,01/01/2017,31/01/2017,NO2,17,14,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-2,01/02/2017,28/02/2017,NO2,21,5,0,0,0,2
UTP : Universidad Tecnologica de Puebla,2017-3,01/03/2017,28/02/2017,NO2,24,7,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-4,01/03/2017,30/04/2017,NO2,21,9,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-5,01/05/2017,31/05/2017,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-6,01/06/2017,30/06/2017,NO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-7,01/07/2017,31/07/2017,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-8,01/08/2017,31/08/2017,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-9,01/08/2017,30/09/2017,NO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-10,01/10/2017,31/10/2017,NO2,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-11,01/11/2017,30/11/2017,NO2,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-12,01/12/2017,31/12/2017,NO2,28,0,0,0,0,3
VEL : Velodromo,2017-1,01/01/2017,31/01/2017,NO2,31,0,0,0,0,0
VEL : Velodromo,2017-2,01/02/2017,28/02/2017,NO2,26,9,0,0,0,7
VEL : Velodromo,2017-3,01/03/2017,31/03/2017,NO2,27,4,0,0,0,0
VEL : Velodromo,2017-4,01/04/2017,30/04/2017,NO2,30,0,0,0,0,0
VEL : Velodromo,2017-5,01/05/2017,31/05/2017,NO2,31,0,0,0,0,0
VEL : Velodromo,2017-6,01/05/2017,30/06/2017,NO2,19,0,0,0,0,11
VEL : Velodromo,2017-7,01/05/2017,31/07/2017,NO2,2,5,0,0,0,7
VEL : Velodromo,2017-8,01/08/2017,31/08/2017,NO2,5,5,0,0,0,0
VEL : Velodromo,2017-9,01/09/2017,30/09/2017,NO2,22,8,0,0,0,0
VEL : Velodromo,2017-10,01/10/2017,31/10/2017,NO2,27,0,0,0,0,4
VEL : Velodromo,2017-11,01/11/2017,30/11/2017,NO2,30,0,0,0,0,0
VEL : Velodromo,2017-12,01/12/2017,31/12/2017,NO2,31,0,0,1,0,0
Agregado,2017-1,01/01/2017,31/01/2017,NO2,13,18,0,0,0,0
Agregado,2017-2,01/02/2017,28/02/2017,NO2,7,21,0,0,0,0
Agregado,2017-3,01/03/2017,31/03/2017,NO2,21,10,0,0,0,0
Agregado,2017-5,01/05/2017,31/05/2017,NO2,30,5,0,0,0,0
