Estacion,Agrupacion,Fecha inicial,Fecha final,Parametro,Dias buenos,Dias aceptables,Dias malos,Dias muy malos,Dias extremadamente malos,Dias insuficientes
BINE : Benemerito Instituto Normal del Estado,2021-5,01/05/2021,31/05/2021,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-6,01/06/2021,30/06/2021,CO,19,0,0,0,0,11
BINE : Benemerito Instituto Normal del Estado,2021-7,01/07/2021,31/07/2021,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-8,01/08/2021,31/08/2021,CO,8,0,0,0,0,23
BINE : Benemerito Instituto Normal del Estado,2021-9,01/09/2021,30/09/2021,CO,15,0,0,0,0,15
BINE : Benemerito Instituto Normal del Estado,2021-10,01/10/2021,31/10/2021,CO,22,0,0,1,0,9
BINE : Benemerito Instituto Normal del Estado,2021-11,01/11/2021,30/11/2021,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2021-12,01/12/2021,31/12/2021,CO,31,0,0,0,0,0
NIN : Las Ninfas,2021-1,01/01/2021,31/01/2021,CO,31,0,3,0,0,0
NIN : Las Ninfas,2021-2,01/02/2021,28/02/2021,CO,27,0,0,0,0,1
NIN : Las Ninfas,2021-2,01/03/2021,31/03/2021,CO,31,0,0,0,0,0
NIN : Las Ninfas,2021-4,01/04/2021,30/04/2021,CO,25,0,3,0,0,5
NIN : Las Ninfas,2021-5,01/05/2021,31/05/2021,CO,30,0,0,0,0,1
NIN : Las Ninfas,2021-6,01/06/2021,31/05/2021,CO,30,0,0,0,0,0
NIN : Las Ninfas,2021-7,01/07/2021,31/07/2021,CO,22,0,0,0,0,9
NIN : Las Ninfas,2021-8,01/08/2021,31/08/2021,CO,29,0,0,0,0,2
NIN : Las Ninfas,2021-9,01/09/2021,30/09/2021,CO,16,0,0,0,0,14
NIN : Las Ninfas,2021-10,01/10/2021,31/10/2021,CO,15,5,0,0,0,16
NIN : Las Ninfas,2021-11,01/11/2021,30/11/2021,CO,17,0,0,0,0,13
NIN : Las Ninfas,2021-12,01/12/2021,31/12/2021,CO,31,0,0,0,0,0
STA : Agua Santa,2021-2,01/02/2021,28/02/2021,CO,26,0,0,0,0,17
STA : Agua Santa,2021-3,01/03/2021,31/03/2021,CO,31,0,0,0,0,0
STA : Agua Santa,2021-4,01/04/2021,30/04/2021,CO,28,0,0,0,0,2
STA : Agua Santa,2021-5,01/05/2021,31/05/2021,CO,31,0,0,0,0,0
STA : Agua Santa,2021-6,01/06/2021,30/06/2021,CO,30,0,0,0,0,0
STA : Agua Santa,2021-7,01/07/2021,31/07/2021,CO,12,0,0,0,0,19
STA : Agua Santa,2021-10,01/10/2021,31/10/2021,CO,6,0,0,0,0,25
STA : Agua Santa,2021-11,01/11/2021,30/11/2021,CO,30,0,0,0,0,0
STA : Agua Santa,2021-12,01/12/2021,31/12/2021,CO,9,0,0,0,0,22
UTP : Universidad Tecnologica de Puebla,2021-1,01/01/2021,31/01/2021,CO,12,0,0,0,0,19
UTP : Universidad Tecnologica de Puebla,2021-2,01/02/2021,28/02/2021,CO,24,0,0,0,0,4
UTP : Universidad Tecnologica de Puebla,2021-3,01/03/2021,31/03/2021,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-4,01/04/2021,30/04/2021,CO,30,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-5,01/05/2021,31/05/2021,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-6,01/06/2021,30/06/2021,CO,10,0,0,0,0,20
UTP : Universidad Tecnologica de Puebla,2021-7,01/07/2021,31/07/2021,CO,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2021-8,01/08/2021,31/08/2021,CO,28,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2021-9,01/09/2021,30/09/2021,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-10,01/10/2021,31/10/2021,CO,29,0,0,0,0,2
UTP : Universidad Tecnologica de Puebla,2021-11,01/11/2021,30/11/2021,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2021-12,01/12/2021,31/12/2021,CO,31,0,0,0,0,0
VEL : Velodromo,2021-1,01/01/2021,31/01/2021,CO,31,0,0,0,0,0
VEL : Velodromo,2021-2,01/02/2021,28/02/2021,CO,15,0,0,0,0,13
VEL : Velodromo,2021-3,01/03/2021,31/03/2021,CO,15,0,0,0,0,16
VEL : Velodromo,2021-4,01/04/2021,30/04/2021,CO,28,0,0,0,0,2
VEL : Velodromo,2021-5,01/05/2021,31/05/2021,CO,26,0,0,0,0,5
VEL : Velodromo,2021-6,01/06/2021,30/06/2021,CO,26,0,0,0,0,4
VEL : Velodromo,2021-7,01/07/2021,31/07/2021,CO,27,0,0,0,0,4
VEL : Velodromo,2021-8,01/08/2021,31/08/2021,CO,31,0,0,1,0,0
VEL : Velodromo,2021-9,01/09/2021,30/09/2021,CO,28,0,3,0,0,2
VEL : Velodromo,2021-10,01/10/2021,31/10/2021,CO,24,0,0,0,0,7
VEL : Velodromo,2021-11,01/11/2021,30/11/2021,CO,20,0,0,0,0,10
VEL : Velodromo,2021-12,01/12/2021,31/12/2021,CO,24,0,0,0,0,7
Agregado,2021-4,01/04/2021,30/04/2021,CO,29,1,0,0,0,0
Agregado,2021-5,01/05/2021,31/05/2021,CO,31,0,0,0,0,0
Agregado,2021-6,01/05/2021,30/06/2021,CO,30,0,0,0,0,0
Agregado,2021-7,01/07/2021,31/07/2021,CO,31,0,0,0,0,0
Agregado,2021-8,01/08/2021,31/08/2021,CO,31,0,0,0,0,0
Agregado,2021-9,01/09/2021,30/09/2021,CO,30,0,0,0,0,0
Agregado,2021-10,01/10/2021,31/10/2021,CO,31,0,0,0,0,0
Agregado,2021-11,01/11/2021,30/11/2021,CO,30,0,0,0,0,0
Agregado,2021-12,01/12/2021,31/12/2021,CO,31,0,0,0,0,0
Agregado,2021-1,01/01/2021,31/01/2021,CO,31,0,0,0,0,0
Agregado,2021-2,01/02/2021,28/02/2021,CO,28,0,0,0,0,0
Agregado,2021-3,01/03/2021,31/03/2021,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-2,01/02/2022,28/02/2022,CO,28,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-3,01/03/2022,31/03/2022,CO,16,0,0,0,0,15
BINE : Benemerito Instituto Normal del Estado,2022-4,01/04/2022,30/04/2022,CO,24,0,0,0,0,6
BINE : Benemerito Instituto Normal del Estado,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-6,01/06/2022,30/06/2022,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-7,01/07/2022,31/07/2022,CO,29,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2022-8,01/08/2022,31/08/2022,CO,22,5,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-10,01/10/2022,31/10/2022,CO,29,0,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2022-11,01/11/2022,30/11/2022,CO,30,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2022-12,01/12/2022,31/12/2022,CO,28,0,0,0,0,3
NIN : Las Ninfas,2022-1,01/01/2022,31/01/2022,CO,14,0,0,0,0,17
NIN : Las Ninfas,2022-4,01/04/2022,30/04/2022,CO,5,0,0,0,0,25
NIN : Las Ninfas,2022-5,01/05/2022,31/05/2022,CO,10,0,0,0,0,21
NIN : Las Ninfas,2022-6,01/06/2022,30/06/2022,CO,29,0,0,0,0,1
NIN : Las Ninfas,2022-11,01/11/2022,30/11/2022,CO,26,0,0,0,0,28
NIN : Las Ninfas,2022-12,01/12/2022,31/12/2022,CO,30,0,0,0,0,1
STA : Agua Santa,2022-4,01/04/2022,30/04/2022,CO,1,0,0,0,0,29
STA : Agua Santa,2022-5,01/05/2022,31/05/2022,CO,26,0,0,0,0,25
STA : Agua Santa,2022-6,01/06/2022,30/06/2022,CO,1,5,0,0,0,29
STA : Agua Santa,2022-12,01/12/2022,31/12/2022,CO,17,0,0,0,0,14
UTP : Universidad Tecnologica de Puebla,2022-1,01/01/2022,31/01/2022,CO,30,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2022-2,01/02/2022,28/02/2022,CO,27,0,0,0,0,1
UTP : Universidad Tecnologica de Puebla,2022-3,01/03/2022,31/03/2022,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-4,01/04/2022,30/04/2022,CO,27,0,0,0,0,3
UTP : Universidad Tecnologica de Puebla,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-6,01/06/2022,30/06/2022,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-7,01/07/2022,31/07/2022,CO,31,5,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-8,01/08/2022,31/08/2022,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-11,01/11/2022,30/11/2022,CO,26,0,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0
VEL : Velodromo,2022-2,01/02/2022,28/02/2022,CO,11,0,0,0,0,17
VEL : Velodromo,2022-3,01/03/2022,31/03/2022,CO,9,0,0,0,0,22
VEL : Velodromo,2022-4,01/04/2022,30/04/2022,CO,30,0,0,0,0,3
VEL : Velodromo,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0
VEL : Velodromo,2022-6,01/06/2022,30/06/2022,CO,27,0,0,0,0,3
VEL : Velodromo,2022-7,01/07/2022,31/07/2022,CO,31,0,0,0,0,0
VEL : Velodromo,2022-8,01/08/2022,31/08/2022,CO,31,0,0,0,0,0
VEL : Velodromo,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,3
VEL : Velodromo,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,0,0
VEL : Velodromo,2022-11,01/11/2022,30/11/2022,CO,26,0,0,0,0,0
VEL : Velodromo,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0
Agregado,2022-2,01/02/2022,28/02/2022,CO,28,0,0,0,0,0
Agregado,2022-3,01/03/2022,31/03/2022,CO,31,0,0,0,0,0
Agregado,2022-4,01/04/2022,30/04/2022,CO,26,0,0,0,0,0
Agregado,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0
Agregado,2022-6,01/06/2022,30/06/2022,CO,30,0,3,0,0,0
Agregado,2022-7,01/07/2022,31/07/2022,CO,31,0,0,0,0,0
Agregado,2022-8,01/08/2022,31/08/2022,CO,26,0,3,0,0,0
Agregado,2022-8,01/09/2022,30/09/2022,CO,30,0,0,0,0,0
Agregado,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,0,0
Agregado,2022-11,01/11/2022,30/11/2022,CO,30,0,0,0,0,0
Agregado,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0
Agregado,2022-1,01/01/2022,31/01/2022,CO,31,5,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-1,01/01/2016,31/01/2016,O3,26,31,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-2,01/02/2016,29/02/2016,O3,26,29,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-3,01/03/2016,31/03/2016,O3,26,24,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-4,01/04/2016,30/04/2016,O3,26,22,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-5,01/05/2016,31/05/2016,O3,26,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-6,01/06/2016,30/06/2016,O3,26,5,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-7,01/07/2016,31/07/2016,O3,26,18,13,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-8,01/08/2016,31/08/2016,O3,26,16,11,4,0,3
BINE : Benemerito Instituto Normal del Estado,2016-9,01/09/2016,31/08/2016,O3,26,19,11,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-10,01/10/2016,31/10/2016,O3,26,12,15,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-11,01/10/2016,30/11/2016,O3,26,13,7,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-12,01/12/2016,31/12/2016,O3,26,20,2,0,0,0
STA : Agua Santa,2016-1,01/01/2016,31/01/2016,O3,26,5,1,0,0,0
STA : Agua Santa,2016-2,01/02/2016,29/02/2016,O3,26,28,1,0,0,3
STA : Agua Santa,2016-3,01/03/2016,31/03/2016,O3,26,5,1,0,0,0
STA : Agua Santa,2016-4,01/04/2016,30/04/2016,O3,26,24,6,0,0,0
STA : Agua Santa,2016-5,01/05/2016,31/05/2016,O3,26,23,8,0,0,0
STA : Agua Santa,2016-6,01/06/2016,30/06/2016,O3,26,30,0,0,0,0
STA : Agua Santa,2016-7,01/07/2016,31/07/2016,O3,26,30,0,0,0,0
STA : Agua Santa,2016-8,01/08/2016,31/08/2016,O3,26,21,6,1,0,0
STA : Agua Santa,2016-9,01/09/2016,30/09/2016,O3,26,3,2,1,0,0
STA : Agua Santa,2016-10,01/10/2016,31/10/2016,O3,26,5,6,3,0,0
STA : Agua Santa,2016-11,01/11/2016,30/11/2016,O3,26,5,11,3,0,0
STA : Agua Santa,2016-12,01/12/2016,31/12/2016,O3,26,5,6,1,0,0
UTP : Universidad Tecnologica de Puebla,2016-1,01/01/2016,31/01/2016,O3,26,28,3,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-2,01/02/2016,29/02/2016,O3,26,24,5,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-3,01/03/2016,31/03/2016,O3,26,27,4,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-4,01/04/2016,30/04/2016,O3,26,22,8,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-5,01/05/2016,31/05/2016,O3,26,12,19,1,0,0
UTP : Universidad Tecnologica de Puebla,2016-6,01/06/2016,30/06/2016,O3,26,25,5,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-7,01/07/2016,31/07/2016,O3,26,31,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-8,01/08/2016,31/08/2016,O3,26,23,8,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-9,01/09/2016,30/09/2016,O3,26,28,2,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-10,01/10/2016,31/10/2016,O3,26,24,7,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-11,01/11/2016,30/11/2016,O3,26,18,12,0,0,0
UTP : Universidad Tecnologica de Puebla,2016-12,01/12/2016,31/12/2016,O3,26,24,6,1,0,0
VEL : Velodromo,2016-1,01/01/2016,31/01/2016,O3,26,23,8,0,0,0
VEL : Velodromo,2016-2,01/02/2016,31/01/2016,O3,26,14,15,0,0,3
VEL : Velodromo,2016-3,01/03/2016,31/03/2016,O3,26,22,9,0,0,0
VEL : Velodromo,2016-4,01/04/2016,30/04/2016,O3,26,5,8,1,0,0
VEL : Velodromo,2016-5,01/05/2016,31/05/2016,O3,26,1,20,10,0,0
VEL : Velodromo,2016-6,01/06/2016,30/06/2016,O3,26,11,19,0,0,0
VEL : Velodromo,2016-7,01/07/2016,31/07/2016,O3,26,15,14,0,0,0
VEL : Velodromo,2016-8,01/08/2016,31/08/2016,O3,26,15,14,1,0,0
VEL : Velodromo,2016-9,01/09/2016,30/09/2016,O3,26,12,17,0,0,0
VEL : Velodromo,2016-10,01/10/2016,31/10/2016,O3,26,16,11,2,0,0
VEL : Velodromo,2016-11,01/11/2016,30/11/2016,O3,26,14,6,5,0,0
VEL : Velodromo,2016-12,01/12/2016,31/12/2016,O3,26,10,12,8,0,0
Agregado,2016-1,01/01/2016,31/01/2016,O3,26,23,8,0,0,0
Agregado,2016-2,01/02/2016,29/02/2016,O3,26,14,15,0,0,0
Agregado,2016-3,01/03/2016,31/03/2016,O3,26,22,9,0,0,0
Agregado,2016-4,01/04/2016,30/04/2016,O3,26,16,13,1,0,0
Agregado,2016-5,01/05/2016,31/05/2016,O3,26,0,21,10,0,0
Agregado,2016-6,01/06/2016,30/06/2016,O3,26,11,19,0,0,0
Agregado,2016-7,01/07/2016,31/07/2016,O3,26,14,17,0,0,0
Agregado,2016-8,01/08/2016,31/08/2016,O3,26,11,14,6,0,0
Agregado,2016-9,01/09/2016,30/09/2016,O3,26,12,17,1,0,0
Agregado,2016-10,01/10/2016,31/10/2016,O3,26,9,17,5,0,0
Agregado,2016-11,01/11/2016,30/11/2016,O3,26,7,15,8,0,0
Agregado,2016-12,01/12/2016,31/12/2016,O3,26,9,14,8,0,0
BINE : Benemerito Instituto Normal del Estado,2017-1,01/01/2017,31/01/2017,O3,26,23,8,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-2,01/02/2017,28/02/2017,O3,26,20,6,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-3,01/03/2017,31/03/2017,O3,26,15,7,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-4,01/04/2017,30/04/2017,O3,26,5,22,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-5,01/05/2017,31/05/2017,O3,26,7,24,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-6,01/06/2017,30/06/2017,O3,26,14,16,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-7,01/07/2017,31/07/2017,O3,26,5,7,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-8,01/08/2017,31/08/2017,O3,26,21,10,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-9,01/09/2017,30/09/2017,O3,26,21,5,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-10,01/10/2017,31/10/2017,O3,26,23,8,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-11,01/11/2017,30/11/2017,O3,26,18,12,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-12,01/12/2017,31/12/2017,O3,26,24,6,0,0,0
NIN : Las Ninfas,2017-1,01/01/2017,31/01/2017,O3,26,22,0,0,0,0
NIN : Las Ninfas,2017-2,01/02/2017,28/02/2017,O3,26,19,0,0,0,0
NIN : Las Ninfas,2017-3,01/03/2017,31/03/2017,O3,26,25,0,0,0,0
NIN : Las Ninfas,2017-4,01/04/2017,31/03/2017,O3,26,14,3,6,0,0
NIN : Las Ninfas,2017-5,01/05/2017,31/05/2017,O3,26,3,18,10,0,0
NIN : Las Ninfas,2017-6,01/06/2017,30/06/2017,O3,26,10,11,9,0,0
NIN : Las Ninfas,2017-7,01/07/2017,31/07/2017,O3,26,9,18,2,0,3
NIN : Las Ninfas,2017-8,01/08/2017,31/07/2017,O3,26,9,9,0,0,0
NIN : Las Ninfas,2017-9,01/09/2017,30/09/2017,O3,26,9,4,0,0,0
NIN : Las Ninfas,2017-10,01/09/2017,31/10/2017,O3,26,22,0,0,0,0
NIN : Las Ninfas,2017-11,01/11/2017,30/11/2017,O3,26,23,1,0,0,0
NIN : Las Ninfas,2017-12,01/12/2017,30/11/2017,O3,26,21,0,0,0,0
STA : Agua Santa,2017-1,01/01/2017,31/01/2017,O3,26,10,16,2,0,0
STA : Agua Santa,2017-2,01/02/2017,28/02/2017,O3,26,6,12,1,0,0
STA : Agua Santa,2017-3,01/03/2017,31/03/2017,O3,26,0,0,0,0,0
STA : Agua Santa,2017-4,01/04/2017,30/04/2017,O3,26,0,0,0,0,0
STA : Agua Santa,2017-5,01/05/2017,30/04/2017,O3,26,3,0,0,0,0
STA : Agua Santa,2017-6,01/06/2017,30/06/2017,O3,26,2,8,1,0,0
STA : Agua Santa,2017-7,01/07/2017,31/07/2017,O3,26,5,3,0,0,0
STA : Agua Santa,2017-8,01/08/2017,31/08/2017,O3,26,13,1,0,0,0
STA : Agua Santa,2017-9,01/09/2017,30/09/2017,O3,26,18,0,0,0,3
STA : Agua Santa,2017-10,01/10/2017,31/10/2017,O3,26,7,9,0,0,0
STA : Agua Santa,2017-11,01/11/2017,30/11/2017,O3,26,7,19,4,0,0
STA : Agua Santa,2017-12,01/12/2017,31/12/2017,O3,26,6,15,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-1,01/01/2017,31/01/2017,O3,26,24,7,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-2,01/02/2017,28/02/2017,O3,26,16,12,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-3,01/03/2017,31/03/2017,O3,26,12,19,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-4,01/04/2017,30/04/2017,O3,26,3,19,6,0,0
UTP : Universidad Tecnologica de Puebla,2017-5,01/05/2017,31/05/2017,O3,26,1,19,11,0,0
UTP : Universidad Tecnologica de Puebla,2017-6,01/06/2017,30/06/2017,O3,26,10,12,8,0,0
UTP : Universidad Tecnologica de Puebla,2017-7,01/07/2017,31/07/2017,O3,26,9,22,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-8,01/08/2017,31/08/2017,O3,26,12,19,0,0,0
UTP : Universidad Tecnologica de Puebla,2017-9,01/09/2017,30/09/2017,O3,26,25,3,2,0,0
UTP : Universidad Tecnologica de Puebla,2017-10,01/10/2017,31/10/2017,O3,26,15,15,1,0,0
UTP : Universidad Tecnologica de Puebla,2017-11,01/11/2017,30/11/2017,O3,26,9,19,2,0,0
UTP : Universidad Tecnologica de Puebla,2017-12,01/12/2017,31/12/2017,O3,26,8,18,2,0,0
VEL : Velodromo,2017-1,01/01/2017,31/01/2017,O3,26,7,10,5,0,0
VEL : Velodromo,2017-2,01/02/2017,28/02/2017,O3,26,6,2,1,0,0
VEL : Velodromo,2017-3,01/03/2017,31/03/2017,O3,26,14,17,0,0,0
VEL : Velodromo,2017-4,01/04/2017,30/04/2017,O3,26,6,24,0,0,0
VEL : Velodromo,2017-5,01/05/2017,31/05/2017,O3,26,5,26,1,0,0
VEL : Velodromo,2017-6,01/06/2017,30/06/2017,O3,26,15,15,0,0,3
VEL : Velodromo,2017-7,01/07/2017,31/07/2017,O3,26,19,12,0,0,0
VEL : Velodromo,2017-8,01/08/2017,31/08/2017,O3,26,20,10,0,0,0
VEL : Velodromo,2017-9,01/09/2017,30/09/2017,O3,26,27,3,0,0,0
VEL : Velodromo,2017-10,01/10/2017,31/10/2017,O3,26,20,8,0,0,3
VEL : Velodromo,2017-11,01/11/2017,30/11/2017,O3,26,18,12,0,0,0
VEL : Velodromo,2017-12,01/12/2017,31/12/2017,O3,26,5,4,0,0,0
Agregado,2017-1,01/01/2017,31/01/2017,O3,26,6,19,6,0,0
Agregado,2017-2,01/02/2017,28/02/2017,O3,26,5,22,1,0,0
Agregado,2017-3,01/03/2017,31/03/2017,O3,26,10,21,0,0,0
Agregado,2017-3,01/04/2017,30/04/2017,O3,26,2,18,10,0,0
Agregado,2017-5,01/05/2017,31/05/2017,O3,26,1,3,13,0,0
Agregado,2017-6,01/06/2017,30/06/2017,O3,26,7,12,11,0,0
Agregado,2017-7,01/07/2017,31/07/2017,O3,26,8,21,2,0,0
Agregado,2017-8,01/08/2017,31/08/2017,O3,26,5,21,0,0,0
Agregado,2017-9,01/09/2017,30/09/2017,O3,26,19,9,2,0,0
Agregado,2017-10,01/10/2017,31/10/2017,O3,26,13,17,1,0,0
Agregado,2017-11,01/11/2017,30/11/2017,O3,26,5,21,4,0,0
Agregado,2017-12,01/12/2017,31/12/2017,O3,26,10,19,2,0,0
BINE : Benemerito Instituto Normal del Estado,2018-1,01/01/2018,31/01/2018,O3,26,25,4,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-2,01/02/2018,28/02/2018,O3,26,18,10,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-3,01/03/2018,31/03/2018,O3,26,19,12,1,0,0
BINE : Benemerito Instituto Normal del Estado,2018-4,01/04/2018,30/04/2018,O3,26,4,25,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-5,01/05/2018,31/05/2018,O3,26,4,22,3,0,0
BINE : Benemerito Instituto Normal del Estado,2018-6,01/06/2018,30/06/2018,O3,26,20,8,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-7,01/07/2018,31/07/2018,O3,26,17,14,1,0,0
BINE : Benemerito Instituto Normal del Estado,2018-8,01/08/2018,31/08/2018,O3,26,21,10,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-9,01/09/2018,30/09/2018,O3,26,17,13,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-10,01/10/2018,31/10/2018,O3,26,26,5,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-11,01/11/2018,30/11/2018,O3,26,20,9,0,0,3
BINE : Benemerito Instituto Normal del Estado,2018-12,01/12/2018,31/12/2018,O3,26,17,10,4,0,0
NIN : Las Ninfas,2018-1,01/01/2018,31/01/2018,O3,26,30,0,0,0,0
NIN : Las Ninfas,2018-2,01/02/2018,28/02/2018,O3,26,26,0,0,0,0
NIN : Las Ninfas,2018-3,01/03/2018,31/03/2018,O3,26,31,0,0,0,0
NIN : Las Ninfas,2018-4,01/04/2018,30/04/2018,O3,26,6,0,0,0,0
NIN : Las Ninfas,2018-5,01/05/2018,31/05/2018,O3,26,29,0,0,0,0
NIN : Las Ninfas,2018-6,01/06/2018,30/06/2018,O3,26,27,0,0,0,0
NIN : Las Ninfas,2018-7,01/07/2018,31/07/2018,O3,26,31,0,0,0,0
NIN : Las Ninfas,2018-8,01/08/2018,31/08/2018,O3,26,3,21,3,0,3
NIN : Las Ninfas,2018-9,01/09/2018,30/09/2018,O3,26,1,18,11,0,3
NIN : Las Ninfas,2018-10,01/10/2018,31/10/2018,O3,26,9,13,6,0,0
NIN : Las Ninfas,2018-11,01/11/2018,30/11/2018,O3,26,20,8,2,0,0
NIN : Las Ninfas,2018-12,01/12/2018,31/12/2018,O3,26,26,4,0,0,0
STA : Agua Santa,2018-1,01/01/2018,31/01/2018,O3,26,1,13,7,1,0
STA : Agua Santa,2018-2,01/02/2018,31/01/2018,O3,26,2,11,8,0,0
STA : Agua Santa,2018-3,01/03/2018,31/03/2018,O3,26,3,11,8,0,0
STA : Agua Santa,2018-4,01/04/2018,30/04/2018,O3,26,0,3,15,2,0
STA : Agua Santa,2018-5,01/05/2018,31/05/2018,O3,26,1,9,12,0,0
STA : Agua Santa,2018-6,01/06/2018,30/06/2018,O3,26,10,7,2,0,0
STA : Agua Santa,2018-7,01/07/2018,31/07/2018,O3,26,4,17,4,0,0
STA : Agua Santa,2018-8,01/08/2018,31/08/2018,O3,26,25,0,0,0,0
STA : Agua Santa,2018-9,01/09/2018,30/09/2018,O3,26,30,0,0,0,0
STA : Agua Santa,2018-9,01/10/2018,31/10/2018,O3,26,31,0,0,0,0
STA : Agua Santa,2018-11,01/11/2018,30/11/2018,O3,26,30,0,0,0,0
STA : Agua Santa,2018-12,01/12/2018,31/12/2018,O3,26,31,0,0,0,0
UTP : Universidad Tecnologica de Puebla,2018-1,01/01/2018,31/01/2018,O3,26,7,19,3,0,0
UTP : Universidad Tecnologica de Puebla,2018-2,01/02/2018,28/02/2018,O3,26,6,9,5,0,0
UTP : Universidad Tecnologica de Puebla,2018-3,01/03/2018,31/03/2018,O3,26,0,25,6,0,0
UTP : Universidad Tecnologica de Puebla,2018-4,01/04/2018,30/04/2018,O3,26,0,12,10,4,0
UTP : Universidad Tecnologica de Puebla,2018-5,01/05/2018,31/05/2018,O3,26,3,18,8,2,0
