Estacion,Agrupacion,Fecha inicial,Fecha final,Parametro,Dias buenos,Dias aceptables,Dias malos,Dias muy malos,Dias extremadamente malos,Dias insuficientes,Unnamed: 11
BINE : Benemerito Instituto Normal del Estado,2022-6,01/06/2022,30/06/2022,CO,30,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2022-7,01/07/2022,31/07/2022,CO,29,0,0,0,0,2,
BINE : Benemerito Instituto Normal del Estado,2022-8,01/08/2022,31/08/2022,Auto%#,22,,0,0,0,9,nan
BINE : Benemerito Instituto Normal del Estado,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2022-10,01/10/2022,31/10/2022,CO,29,0,0,0,0,2,nan
BINE : Benemerito Instituto Normal del Estado,2022-11,01/11/2022,30/11/2022,CO,30,0,0,0,0,0,
BINE : Benemerito Instituto Normal del Estado,2022-12,01/12/2022,31/12/2022,CO,28,0,0,0,,3,nan
NIN : Las Ninfas,2022-1,01/01/2022,31/01/2022,CO,14,0,0,0,0,17,nan
NIN : Las Ninfas,2022-4,01/04/2022,30/04/2022,CO,5,0,0,0,0,25,nan
NIN : Las Ninfas,2022-5,01/05/2022,31/05/2022,CO,10,0,0,0,0,21,nan
NIN : Las Ninfas,2022-6,01/06/2022,30/06/2022,CO,29,0,0,0,0,1,nan
NIN : Las Ninfas,2022-11,01/11/2022,30/11/2022,Auto%#,,0,0,0,0,28,nan
NIN : Las Ninfas,2022-12,01/12/2022,31/12/2022,CO,30,0,0,0,0,1,nan
STA : Agua Santa,2022-4,01/04/2022,30/04/2022,CO,1,0,0,0,0,29,nan
,2022-5,01/05/2022,31/05/2022,CO,,0,0,0,0,25,nan
STA : Agua Santa,2022-6,01/06/2022,30/06/2022,CO,1,Auto%#,0,0,0,29,nan
STA : Agua Santa,2022-12,01/12/2022,31/12/2022,CO,17,0,0,0,0,14,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-1,01/01/2022,31/01/2022,CO,30,0,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-2,01/02/2022,28/02/2022,CO,27,0,0,0,0,1,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-3,01/03/2022,31/03/2022,CO,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-4,01/04/2022,30/04/2022,CO,27,0,0,0,0,3,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-6,01/06/2022,30/06/2022,CO,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-7,01/07/2022,31/07/2022,CO,31,Auto%#,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-8,01/08/2022,31/08/2022,CO,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-11,01/11/2022,30/11/2022,CO,,0,0,0,0,0,nan
UTP : Universidad Tecnolï¿½gica de Puebla,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0,nan
VEL : Velodromo,2022-2,01/02/2022,28/02/2022,Auto%#,11,0,0,0,0,17,nan
VEL : Velodromo,2022-3,01/03/2022,31/03/2022,CO,9,0,0,0,0,22,nan
VEL : Velodromo,2022-4,01/04/2022,30/04/2022,,30,0,0,0,0,,nan
,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0,nan
VEL : Velodromo,2022-6,01/06/2022,30/06/2022,CO,27,0,0,0,0,3,nan
VEL : Velodromo,2022-7,01/07/2022,31/07/2022,CO,31,0,0,0,0,0,nan
VEL : Velodromo,2022-8,01/08/2022,31/08/2022,,31,0,0,0,0,0,nan
VEL : Velodromo,2022-9,01/09/2022,30/09/2022,CO,30,0,0,0,0,Auto%#,nan
VEL : Velodromo,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,0,0,nan
VEL : Velodromo,2022-11,01/11/2022,30/11/2022,CO,Auto%#,0,0,0,0,0,nan
VEL : Velodromo,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0,nan
Agregado,2022-2,01/02/2022,28/02/2022,CO,28,0,0,0,0,0,nan
Agregado,2022-3,01/03/2022,31/03/2022,CO,31,0,0,0,0,0,nan
Agregado,2022-4,01/04/2022,30/04/2022,,,0,0,0,0,0,nan
Agregado,2022-5,01/05/2022,31/05/2022,CO,31,0,0,0,0,0,nan
Agregado,2022-6,01/06/2022,30/06/2022,CO,30,0,,0,0,0,nan
Agregado,2022-7,01/07/2022,31/07/2022,CO,31,0,0,0,0,0,nan
Agregado,2022-8,01/08/2022,31/08/2022,CO,,0,,0,0,0,nan
Agregado,,01/09/2022,30/09/2022,CO,30,0,0,0,0,0,nan
Agregado,2022-10,01/10/2022,31/10/2022,CO,31,0,0,0,,0,nan
Agregado,2022-11,01/11/2022,30/11/2022,CO,30,0,0,0,,0,nan
Agregado,2022-12,01/12/2022,31/12/2022,CO,31,0,0,0,0,0,
Agregado,2022-1,01/01/2022,31/01/2022,CO,31,Auto%#,0,0,0,0,nan
BINE : Benemerito Instituto Normal del Estado,2016-1,01/01/2016,31/01/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,31,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-2,01/02/2016,29/02/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,29,0,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-3,01/03/2016,31/03/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,0,0,0,0,7
BINE : Benemerito Instituto Normal del Estado,2016-4,01/04/2016,30/04/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,0,0,0,0,8
BINE : Benemerito Instituto Normal del Estado,2016-5,01/05/2016,31/05/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,0,0,0,0,0,31
BINE : Benemerito Instituto Normal del Estado,2016-6,01/06/2016,30/06/2016,O3,,,0,0,0,0,25
BINE : Benemerito Instituto Normal del Estado,2016-7,01/07/2016,31/07/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,13,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-8,01/08/2016,31/08/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,16,11,4,0,,0
BINE : Benemerito Instituto Normal del Estado,2016-9,01/09/2016,,O3,Mï¿½ximo riesgo de 1 y 8 horas,19,11,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2016-10,01/10/2016,31/10/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,15,0,0,0,4
BINE : Benemerito Instituto Normal del Estado,2016-11,,30/11/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,13,7,0,0,0,10
BINE : Benemerito Instituto Normal del Estado,2016-12,01/12/2016,31/12/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,2,0,,0,9
STA : Agua Santa,2016-1,01/01/2016,31/01/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,Auto%#,1,0,0,0,0
STA : Agua Santa,2016-2,01/02/2016,29/02/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,28,1,0,0,,0
STA : Agua Santa,2016-3,01/03/2016,31/03/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,Auto%#,1,0,0,0,0
STA : Agua Santa,2016-4,01/04/2016,30/04/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,6,0,0,0,0
STA : Agua Santa,2016-5,01/05/2016,31/05/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,,0,0
STA : Agua Santa,2016-6,01/06/2016,30/06/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,30,0,0,0,0,0
STA : Agua Santa,2016-7,01/07/2016,31/07/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,30,0,0,0,0,1
STA : Agua Santa,2016-8,01/08/2016,31/08/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,21,6,1,0,0,3
STA : Agua Santa,2016-9,01/09/2016,30/09/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,3,2,1,0,0,24
STA : Agua Santa,2016-10,01/10/2016,31/10/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,5,6,3,0,0,17
STA : Agua Santa,2016-11,01/11/2016,30/11/2016,,Mï¿½ximo riesgo de 1 y 8 horas,5,11,3,,0,11
STA : Agua Santa,2016-12,01/12/2016,31/12/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,,6,1,0,0,18
UTP : Universidad Tecnolï¿½gica de Puebla,2016-1,01/01/2016,31/01/2016,O3,Auto%#,28,3,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-2,01/02/2016,29/02/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,5,0,0,0,
UTP : Universidad Tecnolï¿½gica de Puebla,2016-3,01/03/2016,31/03/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,27,4,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-4,01/04/2016,30/04/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,8,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-5,01/05/2016,31/05/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,19,,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-6,01/06/2016,30/06/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,25,5,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-7,01/07/2016,31/07/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,31,0,0,0,0,
UTP : Universidad Tecnolï¿½gica de Puebla,2016-8,01/08/2016,31/08/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-9,01/09/2016,30/09/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,28,2,0,0,0,0
,2016-10,01/10/2016,31/10/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,7,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-11,01/11/2016,30/11/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,12,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2016-12,01/12/2016,31/12/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,6,,0,0,0
VEL : Velodromo,2016-1,01/01/2016,31/01/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,0,0,0
VEL : Velodromo,2016-2,01/02/2016,,O3,Mï¿½ximo riesgo de 1 y 8 horas,14,15,0,0,Auto%#,0
VEL : Velodromo,2016-3,01/03/2016,31/03/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,9,0,0,0,0
VEL : Velodromo,2016-4,01/04/2016,30/04/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,Auto%#,8,1,0,0,12
VEL : Velodromo,2016-5,01/05/2016,31/05/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,1,20,10,0,0,0
VEL : Velodromo,2016-6,01/06/2016,30/06/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,11,19,0,0,0,0
VEL : Velodromo,2016-7,01/07/2016,31/07/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,15,14,0,0,0,2
VEL : Velodromo,2016-8,01/08/2016,31/08/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,15,14,,0,0,0
VEL : Velodromo,2016-9,01/09/2016,30/09/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,17,0,0,0,1
VEL : Velodromo,2016-10,01/10/2016,31/10/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,16,11,2,0,0,2
VEL : Velodromo,2016-11,01/11/2016,30/11/2016,O3,,14,6,5,0,0,5
VEL : Velodromo,2016-12,01/12/2016,31/12/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,12,8,0,0,1
Agregado,2016-1,01/01/2016,31/01/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,0,0,0
Agregado,2016-2,01/02/2016,29/02/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,14,15,0,,0,0
,2016-3,01/03/2016,31/03/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,9,0,0,0,0
Agregado,2016-4,01/04/2016,30/04/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,16,13,1,0,0,0
Agregado,2016-5,01/05/2016,31/05/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,0,21,10,0,0,0
Agregado,2016-6,01/06/2016,30/06/2016,Auto%#,Mï¿½ximo riesgo de 1 y 8 horas,11,19,0,0,0,0
Agregado,2016-7,01/07/2016,31/07/2016,O3,,14,17,0,0,0,0
Agregado,2016-8,01/08/2016,31/08/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,11,14,6,0,0,0
Agregado,2016-9,01/09/2016,30/09/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,17,1,0,0,0
Agregado,2016-10,01/10/2016,31/10/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,17,5,0,0,0
Agregado,2016-11,01/11/2016,30/11/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,7,15,8,Auto%#,0,0
Agregado,2016-12,01/12/2016,31/12/2016,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,14,8,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-1,01/01/2017,31/01/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-2,01/02/2017,28/02/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,6,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,15,7,0,0,0,9
BINE : Benemerito Instituto Normal del Estado,2017-4,01/04/2017,30/04/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,5,22,0,0,0,3
Auto%#,2017-5,01/05/2017,31/05/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,7,24,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-6,01/06/2017,30/06/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,14,16,0,Auto%#,0,0
BINE : Benemerito Instituto Normal del Estado,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,Auto%#,7,0,0,0,3
BINE : Benemerito Instituto Normal del Estado,2017-8,01/08/2017,31/08/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,21,10,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-9,01/09/2017,30/09/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,21,5,0,0,0,4
BINE : Benemerito Instituto Normal del Estado,2017-10,01/10/2017,31/10/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,8,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,12,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2017-12,01/12/2017,31/12/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,24,6,0,Auto%#,0,1
NIN : Las Ninfas,2017-1,01/01/2017,31/01/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,0,0,0,0,9
NIN : Las Ninfas,2017-2,01/02/2017,28/02/2017,O3,Auto%#,19,0,0,0,0,9
NIN : Las Ninfas,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,25,0,0,0,0,6
NIN : Las Ninfas,2017-4,01/04/2017,,O3,Mï¿½ximo riesgo de 1 y 8 horas,14,3,6,0,0,7
NIN : Las Ninfas,2017-5,01/05/2017,31/05/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,3,18,10,0,0,0
NIN : Las Ninfas,2017-6,01/06/2017,30/06/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,11,9,0,0,0
NIN : Las Ninfas,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,18,2,0,,2
NIN : Las Ninfas,2017-8,01/08/2017,,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,9,0,0,0,13
NIN : Las Ninfas,2017-9,01/09/2017,30/09/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,4,0,0,0,17
NIN : Las Ninfas,2017-10,,31/10/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,22,0,0,0,0,9
NIN : Las Ninfas,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,23,1,0,0,0,6
NIN : Las Ninfas,2017-12,01/12/2017,,O3,Mï¿½ximo riesgo de 1 y 8 horas,21,0,0,0,0,10
STA : Agua Santa,2017-1,01/01/2017,31/01/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,16,2,0,0,3
STA : Agua Santa,2017-2,01/02/2017,28/02/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,6,12,1,0,0,9
,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,0,0,0,0,0,31
STA : Agua Santa,2017-4,01/04/2017,30/04/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,0,0,0,0,0,30
STA : Agua Santa,2017-5,01/05/2017,,O3,Mï¿½ximo riesgo de 1 y 8 horas,3,0,0,0,0,28
STA : Agua Santa,2017-6,01/06/2017,30/06/2017,O3,,2,8,1,0,0,19
STA : Agua Santa,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,Auto%#,,0,0,0,5
STA : Agua Santa,2017-8,01/08/2017,31/08/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,13,1,0,0,0,17
STA : Agua Santa,2017-9,01/09/2017,30/09/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,0,0,0,,12
STA : Agua Santa,2017-10,01/10/2017,31/10/2017,Auto%#,Mï¿½ximo riesgo de 1 y 8 horas,7,9,0,0,0,15
STA : Agua Santa,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,7,19,4,0,0,0
STA : Agua Santa,2017-12,01/12/2017,31/12/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,6,15,0,0,0,10
UTP : Universidad Tecnolï¿½gica de Puebla,2017-1,01/01/2017,31/01/2017,Auto%#,Mï¿½ximo riesgo de 1 y 8 horas,24,7,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-2,01/02/2017,28/02/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,16,12,0,Auto%#,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,19,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-4,01/04/2017,30/04/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,3,19,6,0,0,2
UTP : Universidad Tecnolï¿½gica de Puebla,2017-5,01/05/2017,31/05/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,1,19,11,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-6,01/06/2017,30/06/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,12,8,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,22,0,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-8,01/08/2017,31/08/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,12,19,0,Auto%#,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-9,01/09/2017,30/09/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,25,3,2,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-10,01/10/2017,31/10/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,15,15,1,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,19,2,0,0,0
UTP : Universidad Tecnolï¿½gica de Puebla,2017-12,01/12/2017,31/12/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,8,18,2,0,0,3
VEL : Velodromo,2017-1,01/01/2017,31/01/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,7,10,5,0,0,9
VEL : Velodromo,2017-2,01/02/2017,28/02/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,6,2,,0,0,20
VEL : Velodromo,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,14,17,0,0,0,0
VEL : Velodromo,2017-4,01/04/2017,30/04/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,6,24,0,0,0,0
VEL : Velodromo,2017-5,01/05/2017,31/05/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,5,26,,0,0,0
VEL : Velodromo,2017-6,01/06/2017,30/06/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,15,15,0,0,Auto%#,0
VEL : Velodromo,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,19,12,0,0,0,0
VEL : Velodromo,2017-8,01/08/2017,31/08/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,10,0,0,0,1
VEL : Velodromo,2017-9,01/09/2017,30/09/2017,O3,Auto%#,27,3,0,0,0,0
VEL : Velodromo,2017-10,01/10/2017,31/10/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,8,0,0,Auto%#,3
VEL : Velodromo,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,12,0,0,0,0
VEL : Velodromo,2017-12,01/12/2017,31/12/2017,O3,,,4,0,0,0,2
Agregado,2017-1,01/01/2017,31/01/2017,O3,,6,19,6,0,0,0
Agregado,2017-2,01/02/2017,28/02/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,5,22,1,0,0,0
Agregado,2017-3,01/03/2017,31/03/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,21,0,0,0,0
Agregado,,01/04/2017,30/04/2017,,Mï¿½ximo riesgo de 1 y 8 horas,2,18,10,0,0,0
Agregado,2017-5,01/05/2017,31/05/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,1,,13,0,0,0
Agregado,2017-6,01/06/2017,30/06/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,7,12,11,0,0,0
Agregado,2017-7,01/07/2017,31/07/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,8,21,2,0,0,0
Agregado,2017-8,01/08/2017,31/08/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,,21,0,0,0,0
Agregado,2017-9,01/09/2017,30/09/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,19,9,2,0,0,0
Agregado,2017-10,01/10/2017,31/10/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,13,17,1,0,0,0
Agregado,2017-11,01/11/2017,30/11/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,5,21,4,0,0,0
Agregado,2017-12,01/12/2017,31/12/2017,O3,Mï¿½ximo riesgo de 1 y 8 horas,10,19,2,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-1,01/01/2018,31/01/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,25,4,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2018-2,01/02/2018,28/02/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,18,10,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-3,01/03/2018,31/03/2018,,Mï¿½ximo riesgo de 1 y 8 horas,19,12,,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-4,01/04/2018,30/04/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,4,25,0,0,0,1
BINE : Benemerito Instituto Normal del Estado,2018-5,01/05/2018,31/05/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,4,22,3,0,0,2
BINE : Benemerito Instituto Normal del Estado,2018-6,01/06/2018,30/06/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,8,0,0,0,2
BINE : Benemerito Instituto Normal del Estado,2018-7,01/07/2018,31/07/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,17,14,,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-8,01/08/2018,31/08/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,21,10,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-9,01/09/2018,30/09/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,17,13,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-10,01/10/2018,31/10/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,26,5,0,0,0,0
BINE : Benemerito Instituto Normal del Estado,2018-11,01/11/2018,30/11/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,9,0,0,,1
BINE : Benemerito Instituto Normal del Estado,2018-12,01/12/2018,31/12/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,17,10,4,0,0,0
NIN : Las Ninfas,2018-1,01/01/2018,31/01/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,30,0,0,0,0,1
NIN : Las Ninfas,2018-2,01/02/2018,28/02/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,26,0,0,0,0,2
NIN : Las Ninfas,2018-3,01/03/2018,31/03/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,31,0,0,0,0,0
NIN : Las Ninfas,2018-4,01/04/2018,30/04/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,6,0,0,0,0,24
NIN : Las Ninfas,2018-5,01/05/2018,31/05/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,29,0,0,0,0,2
NIN : Las Ninfas,2018-6,01/06/2018,30/06/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,27,0,0,0,0,3
NIN : Las Ninfas,2018-7,01/07/2018,31/07/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,31,0,0,0,0,0
NIN : Las Ninfas,2018-8,01/08/2018,31/08/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,3,21,3,0,,4
NIN : Las Ninfas,2018-9,01/09/2018,30/09/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,1,18,11,0,,0
NIN : Las Ninfas,2018-10,01/10/2018,31/10/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,9,13,6,0,0,3
NIN : Las Ninfas,2018-11,01/11/2018,30/11/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,20,8,2,0,0,0
NIN : Las Ninfas,2018-12,01/12/2018,31/12/2018,,Mï¿½ximo riesgo de 1 y 8 horas,26,4,0,,0,1
STA : Agua Santa,2018-1,01/01/2018,31/01/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,1,13,7,1,0,9
STA : Agua Santa,2018-2,01/02/2018,,O3,Mï¿½ximo riesgo de 1 y 8 horas,2,11,8,0,0,7
STA : Agua Santa,2018-3,01/03/2018,31/03/2018,O3,,3,11,8,0,0,9
STA : Agua Santa,2018-4,01/04/2018,30/04/2018,O3,Mï¿½ximo riesgo de 1 y 8 horas,0,,15,2,0,7
